stage,protocol_version,dataset,dataset_version,kir,seed,representation,distance,boundary,radius_method,threshold,radius_lambda,paper_default_lambda,k_label,k_gate,source_k,alias_of,known_only_selected_lambda,known_only_selection_constraint_met,calibration_false_reject_rate,calibration_selected_false_reject_rate,calibration_known_count,test_count,oos_precision,oos_recall,oos_f1,id_recall,oos_rejection,auroc,aupr_oos,fpr95,false_accept_rate,false_reject_rate,known_recall,f1_all,f1_k,f1_u,accuracy,known_macro_f1,effective_cluster_count,minimum_cluster_size,e2_lambda1_max_abs_delta,e2_lambda1_prediction_mismatch,selection_data,test_used_for_selection,run_id
lambda_leakage_audit_v1,protocol_v2_textoir_v1,clinc150,protocol_v2_textoir_v1,0.5,13,frozen_minilm,mahalanobis_diag,mean_std,mean_std,1.0,0.0,0.5,k_1,1,1,,2.0,False,0.586,0.092,1500,5700,0.7257754010695188,0.9834782608695652,0.8352,0.4302222222222222,0.9834782608695652,0.9074942351046699,0.9148258572776183,0.30577777777777776,0.01652173913043478,0.5697777777777778,0.4302222222222222,0.5695685544620136,0.5660268018548404,0.8352,0.7614035087719299,0.5739684544903092,75,100,,,known_calibration_only_for_diagnostic_selection; main sweep does not select lambda,False,lambda_leakage_audit_v1__clinc150__kir_0.50__seed_13__k_1__lambda_0.00
lambda_leakage_audit_v1,protocol_v2_textoir_v1,clinc150,protocol_v2_textoir_v1,0.5,13,frozen_minilm,mahalanobis_diag,mean_std,mean_std,1.0,0.25,0.5,k_1,1,1,,2.0,False,0.48933333333333334,0.092,1500,5700,0.7594679891794409,0.9765217391304348,0.8544255642911489,0.5257777777777778,0.9765217391304348,0.9164139130434783,0.9260252653150691,0.2871111111111111,0.023478260869565216,0.4742222222222222,0.5257777777777778,0.6502146279163759,0.6474918154313789,0.8544255642911489,0.7933333333333333,0.6596069225890567,75,100,,,known_calibration_only_for_diagnostic_selection; main sweep does not select lambda,False,lambda_leakage_audit_v1__clinc150__kir_0.50__seed_13__k_1__lambda_0.25
lambda_leakage_audit_v1,protocol_v2_textoir_v1,clinc150,protocol_v2_textoir_v1,0.5,13,frozen_minilm,mahalanobis_diag,mean_std,mean_std,1.0,0.5,0.5,k_1,1,1,,2.0,False,0.4046666666666667,0.092,1500,5700,0.7919829222011385,0.9678260869565217,0.8711192277589356,0.6102222222222222,0.9678260869565217,0.9216219001610307,0.9312583779393844,0.2808888888888889,0.03217391304347826,0.3897777777777778,0.6102222222222222,0.7100203032984649,0.7078723176389919,0.8711192277589356,0.8196491228070175,0.7250530838585443,75,100,,,known_calibration_only_for_diagnostic_selection; main sweep does not select lambda,False,lambda_leakage_audit_v1__clinc150__kir_0.50__seed_13__k_1__lambda_0.50
lambda_leakage_audit_v1,protocol_v2_textoir_v1,clinc150,protocol_v2_textoir_v1,0.5,13,frozen_minilm,mahalanobis_diag,mean_std,mean_std,1.0,0.75,0.5,k_1,1,1,,2.0,False,0.32666666666666666,0.092,1500,5700,0.828242363545318,0.9588405797101449,0.8887694787748522,0.6951111111111111,0.9588405797101449,0.924530499194847,0.9338595762552901,0.27244444444444443,0.04115942028985507,0.3048888888888889,0.6951111111111111,0.7630421576010822,0.7613657933187652,0.8887694787748522,0.8452631578947368,0.7840680180078907,75,100,,,known_calibration_only_for_diagnostic_selection; main sweep does not select lambda,False,lambda_leakage_audit_v1__clinc150__kir_0.50__seed_13__k_1__lambda_0.75
lambda_leakage_audit_v1,protocol_v2_textoir_v1,clinc150,protocol_v2_textoir_v1,0.5,13,frozen_minilm,mahalanobis_diag,mean_std,mean_std,1.0,1.0,0.5,k_1,1,1,,2.0,False,0.25533333333333336,0.092,1500,5700,0.8599097903953303,0.9394202898550724,0.8979082975481368,0.7653333333333333,0.9394202898550724,0.9260787117552334,0.9352457390277841,0.26666666666666666,0.06057971014492754,0.23466666666666666,0.7653333333333333,0.7981883442928847,0.796858744916148,0.8979082975481368,0.8598245614035088,0.8302117906219102,75,100,0.0,0,known_calibration_only_for_diagnostic_selection; main sweep does not select lambda,False,lambda_leakage_audit_v1__clinc150__kir_0.50__seed_13__k_1__lambda_1.00
lambda_leakage_audit_v1,protocol_v2_textoir_v1,clinc150,protocol_v2_textoir_v1,0.5,13,frozen_minilm,mahalanobis_diag,mean_std,mean_std,1.0,1.25,0.5,k_1,1,1,,2.0,False,0.19866666666666666,0.092,1500,5700,0.8888888888888888,0.9043478260869565,0.896551724137931,0.8266666666666667,0.9043478260869565,0.9268447020933978,0.935932444453327,0.268,0.09565217391304348,0.17333333333333334,0.8266666666666667,0.8146552550525148,0.813563302131376,0.896551724137931,0.8608771929824561,0.8653404995046658,75,100,,,known_calibration_only_for_diagnostic_selection; main sweep does not select lambda,False,lambda_leakage_audit_v1__clinc150__kir_0.50__seed_13__k_1__lambda_1.25
lambda_leakage_audit_v1,protocol_v2_textoir_v1,clinc150,protocol_v2_textoir_v1,0.5,13,frozen_minilm,mahalanobis_diag,mean_std,mean_std,1.0,1.5,0.5,k_1,1,1,,2.0,False,0.15066666666666667,0.092,1500,5700,0.91,0.8704347826086957,0.8897777777777778,0.868,0.8704347826086957,0.9271424154589372,0.9361622736294929,0.2733333333333333,0.12956521739130436,0.132,0.868,0.8192437653048602,0.8183033118052213,0.8897777777777778,0.854561403508772,0.8854357606056346,75,100,,,known_calibration_only_for_diagnostic_selection; main sweep does not select lambda,False,lambda_leakage_audit_v1__clinc150__kir_0.50__seed_13__k_1__lambda_1.50
lambda_leakage_audit_v1,protocol_v2_textoir_v1,clinc150,protocol_v2_textoir_v1,0.5,13,frozen_minilm,mahalanobis_diag,mean_std,mean_std,1.0,2.0,0.5,k_1,1,1,,2.0,False,0.092,0.092,1500,5700,0.9378311550688803,0.7695652173913043,0.8454067823594968,0.9217777777777778,0.7695652173913043,0.9268383896940418,0.936036791073825,0.2826666666666667,0.23043478260869565,0.07822222222222222,0.9217777777777778,0.7981230502759855,0.797492600514872,0.8454067823594968,0.8075438596491228,0.8983812285842157,75,100,,,known_calibration_only_for_diagnostic_selection; main sweep does not select lambda,False,lambda_leakage_audit_v1__clinc150__kir_0.50__seed_13__k_1__lambda_2.00
lambda_leakage_audit_v1,protocol_v2_textoir_v1,clinc150,protocol_v2_textoir_v1,0.5,13,frozen_minilm,mahalanobis_diag,mean_std,mean_std,1.0,0.0,0.5,k_2,2,2,,2.0,False,0.62,0.13333333333333333,1500,5700,0.7077083333333334,0.9846376811594203,0.8235151515151515,0.37644444444444447,0.9846376811594203,0.9100355555555556,0.9272888519701706,0.328,0.01536231884057971,0.6235555555555555,0.37644444444444447,0.517540113944073,0.5134604467764585,0.8235151515151515,0.7417543859649123,0.5198201478287944,150,16,,,known_calibration_only_for_diagnostic_selection; main sweep does not select lambda,False,lambda_leakage_audit_v1__clinc150__kir_0.50__seed_13__k_2__lambda_0.00
lambda_leakage_audit_v1,protocol_v2_textoir_v1,clinc150,protocol_v2_textoir_v1,0.5,13,frozen_minilm,mahalanobis_diag,mean_std,mean_std,1.0,0.25,0.5,k_2,2,2,,2.0,False,0.5226666666666666,0.13333333333333333,1500,5700,0.741341516878562,0.9802898550724638,0.8442336495257114,0.4755555555555555,0.9802898550724638,0.9193914331723029,0.9383391312584015,0.3071111111111111,0.01971014492753623,0.5244444444444445,0.4755555555555555,0.6096802826433794,0.6065529044182816,0.8442336495257114,0.7773684210526316,0.6158795619107856,150,16,,,known_calibration_only_for_diagnostic_selection; main sweep does not select lambda,False,lambda_leakage_audit_v1__clinc150__kir_0.50__seed_13__k_2__lambda_0.25
lambda_leakage_audit_v1,protocol_v2_textoir_v1,clinc150,protocol_v2_textoir_v1,0.5,13,frozen_minilm,mahalanobis_diag,mean_std,mean_std,1.0,0.5,0.5,k_2,2,2,,2.0,False,0.44466666666666665,0.13333333333333333,1500,5700,0.7722681359044995,0.975072463768116,0.8619011017166283,0.5591111111111111,0.975072463768116,0.9249942673107889,0.943533480992646,0.2906666666666667,0.024927536231884057,0.4408888888888889,0.5591111111111111,0.6767328982572387,0.6742639888777802,0.8619011017166283,0.8057894736842105,0.68640899629583,150,16,,,known_calibration_only_for_diagnostic_selection; main sweep does not select lambda,False,lambda_leakage_audit_v1__clinc150__kir_0.50__seed_13__k_2__lambda_0.50
lambda_leakage_audit_v1,protocol_v2_textoir_v1,clinc150,protocol_v2_textoir_v1,0.5,13,frozen_minilm,mahalanobis_diag,mean_std,mean_std,1.0,0.75,0.5,k_2,2,2,,2.0,False,0.38466666666666666,0.13333333333333333,1500,5700,0.8022163334136353,0.9652173913043478,0.8762004999342192,0.6351111111111112,0.9652173913043478,0.9282852173913042,0.946201287767289,0.2777777777777778,0.034782608695652174,0.3648888888888889,0.6351111111111112,0.7305152591882289,0.7285727893116156,0.8762004999342192,0.8287719298245614,0.746885592327395,150,16,,,known_calibration_only_for_diagnostic_selection; main sweep does not select lambda,False,lambda_leakage_audit_v1__clinc150__kir_0.50__seed_13__k_2__lambda_0.75
lambda_leakage_audit_v1,protocol_v2_textoir_v1,clinc150,protocol_v2_textoir_v1,0.5,13,frozen_minilm,mahalanobis_diag,mean_std,mean_std,1.0,1.0,0.5,k_2,2,2,,2.0,False,0.31466666666666665,0.13333333333333333,1500,5700,0.836687898089172,0.9518840579710145,0.8905762711864407,0.715111111111111,0.9518840579710145,0.9300118518518519,0.9474775342614247,0.2791111111111111,0.04811594202898551,0.2848888888888889,0.715111111111111,0.7752494560579956,0.7737117651896163,0.8905762711864407,0.8491228070175438,0.798998105070437,150,16,0.0,0,known_calibration_only_for_diagnostic_selection; main sweep does not select lambda,False,lambda_leakage_audit_v1__clinc150__kir_0.50__seed_13__k_2__lambda_1.00
