kind,method,status,contract_layer,dataset,kir,seed,reason,source,final_metrics_available,include_in_unified_rows
blocked_method,TextOIR-KNNCL,not_completed_in_current_protocol,planned_traditional_detector,all,all,all,No complete final-metrics prediction artifact was found; do not fill with historical fulltex rows.,docs/analysis/BASELINE_EXECUTION_STATUS_V1.md,False,False
blocked_method,TextOIR-OpenMax-DOC-DeepUnk,not_completed_in_current_protocol,planned_traditional_detector,all,all,all,"Historical fulltex comparison is retained as historical evidence, not a current row-level contract.",docs/analysis/MINILM_TRAINABLE_VS_FULLTEX_AND_BASELINES_V1.md,False,False
blocked_method,DA-ADB,external_summary_only,external_backbone,stackoverflow,0.5,42|87|100,Existing current-protocol BERT/DA-ADB summaries are not row-level aligned with the MiniLM fair matrix; keep separate.,docs/analysis/DA_ADB_CURRENT_PROTOCOL_SUMMARY_V1.md,True,False
blocked_method,DCLOOS-current,official_timeout_no_final_metrics,different_supervision,stackoverflow,0.5,42,Fixed-registry run was interrupted; manifest explicitly excludes intermediate predictions from final metrics.,/home/bo/bo01/llmpy311/artifacts/s2c/external/dcloos_stackoverflow_kir050_seed42_fixed_registry_v1/run_manifest.json,False,False
blocked_method,DCLOOS-reduced,reduced_complete_different_supervision,different_supervision,oos+squad,0.75,888,Recovered intermediate prediction with pseudo-OOS plus external SQuAD OOS; not a Known-only test contract.,/home/bo/bo01/llmpy311/artifacts/s2c/external/dcloos_official_oos_kir75_seed888_reduced_v2/recovery_manifest.json,True,False
blocked_method,DCLOOS-official,official_timeout_no_final_metrics,different_supervision,oos+squad,0.75,888,Official single-cell process hit the runtime ceiling; intermediate predictions are excluded.,/home/bo/bo01/llmpy311/artifacts/s2c/external/dcloos_official_single_cell_v1/run_manifest.json,False,False
alignment,ADB-external-BERT,external_contract_unaligned,external_backbone,banking77,0.25,13,external backbone row contract differs; mismatch retained without fair pooling,/home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/banking77/ADB/kir_0.25/seed_13/textoir_outputs/open_intent_detection/ADB_banking_0.25_1.0_bert_13/y_pred.npy,unknown,False
alignment,ADB-external-BERT,external_contract_unaligned,external_backbone,banking77,0.25,42,external backbone row contract differs; mismatch retained without fair pooling,/home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/banking77/ADB/kir_0.25/seed_42/textoir_outputs/open_intent_detection/ADB_banking_0.25_1.0_bert_42/y_pred.npy,unknown,False
alignment,ADB-external-BERT,external_contract_unaligned,external_backbone,banking77,0.25,87,external backbone row contract differs; mismatch retained without fair pooling,/home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/banking77/ADB/kir_0.25/seed_87/textoir_outputs/open_intent_detection/ADB_banking_0.25_1.0_bert_87/y_pred.npy,unknown,False
alignment,ADB-external-BERT,external_contract_unaligned,external_backbone,banking77,0.25,100,external backbone row contract differs; mismatch retained without fair pooling,/home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/banking77/ADB/kir_0.25/seed_100/textoir_outputs/open_intent_detection/ADB_banking_0.25_1.0_bert_100/y_pred.npy,unknown,False
alignment,ADB-external-BERT,external_contract_unaligned,external_backbone,banking77,0.25,123,external backbone row contract differs; mismatch retained without fair pooling,/home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/banking77/ADB/kir_0.25/seed_123/textoir_outputs/open_intent_detection/ADB_banking_0.25_1.0_bert_123/y_pred.npy,unknown,False
alignment,ADB-external-BERT,external_contract_unaligned,external_backbone,banking77,0.5,13,external backbone row contract differs; mismatch retained without fair pooling,/home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/banking77/ADB/kir_0.50/seed_13/textoir_outputs/open_intent_detection/ADB_banking_0.5_1.0_bert_13/y_pred.npy,unknown,False
alignment,ADB-external-BERT,external_contract_unaligned,external_backbone,banking77,0.5,42,external backbone row contract differs; mismatch retained without fair pooling,/home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v2/banking/ADB/kir50/seed42/textoir_outputs/open_intent_detection/ADB_banking_0.5_1.0_bert_42/y_pred.npy,unknown,False
alignment,ADB-external-BERT,external_contract_unaligned,external_backbone,banking77,0.5,87,external backbone row contract differs; mismatch retained without fair pooling,/home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v2/banking/ADB/kir50/seed87/textoir_outputs/open_intent_detection/ADB_banking_0.5_1.0_bert_87/y_pred.npy,unknown,False
alignment,ADB-external-BERT,external_contract_unaligned,external_backbone,banking77,0.5,100,external backbone row contract differs; mismatch retained without fair pooling,/home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v2/banking/ADB/kir50/seed100/textoir_outputs/open_intent_detection/ADB_banking_0.5_1.0_bert_100/y_pred.npy,unknown,False
alignment,ADB-external-BERT,external_contract_unaligned,external_backbone,banking77,0.5,123,external backbone row contract differs; mismatch retained without fair pooling,/home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/banking77/ADB/kir_0.50/seed_123/textoir_outputs/open_intent_detection/ADB_banking_0.5_1.0_bert_123/y_pred.npy,unknown,False
alignment,ADB-external-BERT,external_contract_unaligned,external_backbone,banking77,0.75,13,external backbone row contract differs; mismatch retained without fair pooling,/home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/banking77/ADB/kir_0.75/seed_13/textoir_outputs/open_intent_detection/ADB_banking_0.75_1.0_bert_13/y_pred.npy,unknown,False
alignment,ADB-external-BERT,external_contract_unaligned,external_backbone,banking77,0.75,42,external backbone row contract differs; mismatch retained without fair pooling,/home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/banking77/ADB/kir_0.75/seed_42/textoir_outputs/open_intent_detection/ADB_banking_0.75_1.0_bert_42/y_pred.npy,unknown,False
alignment,ADB-external-BERT,external_contract_unaligned,external_backbone,banking77,0.75,87,external backbone row contract differs; mismatch retained without fair pooling,/home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/banking77/ADB/kir_0.75/seed_87/textoir_outputs/open_intent_detection/ADB_banking_0.75_1.0_bert_87/y_pred.npy,unknown,False
alignment,ADB-external-BERT,external_contract_unaligned,external_backbone,banking77,0.75,100,external backbone row contract differs; mismatch retained without fair pooling,/home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/banking77/ADB/kir_0.75/seed_100/textoir_outputs/open_intent_detection/ADB_banking_0.75_1.0_bert_100/y_pred.npy,unknown,False
alignment,ADB-external-BERT,external_contract_unaligned,external_backbone,banking77,0.75,123,external backbone row contract differs; mismatch retained without fair pooling,/home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/banking77/ADB/kir_0.75/seed_123/textoir_outputs/open_intent_detection/ADB_banking_0.75_1.0_bert_123/y_pred.npy,unknown,False
alignment,ADB-external-BERT,external_contract_unaligned,external_backbone,clinc150,0.25,13,external backbone row contract differs; mismatch retained without fair pooling,/home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/clinc150/ADB/kir_0.25/seed_13/textoir_outputs/open_intent_detection/ADB_oos_0.25_1.0_bert_13/y_pred.npy,unknown,False
alignment,ADB-external-BERT,external_contract_unaligned,external_backbone,clinc150,0.25,42,external backbone row contract differs; mismatch retained without fair pooling,/home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/clinc150/ADB/kir_0.25/seed_42/textoir_outputs/open_intent_detection/ADB_oos_0.25_1.0_bert_42/y_pred.npy,unknown,False
alignment,ADB-external-BERT,external_contract_unaligned,external_backbone,clinc150,0.25,87,external backbone row contract differs; mismatch retained without fair pooling,/home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/clinc150/ADB/kir_0.25/seed_87/textoir_outputs/open_intent_detection/ADB_oos_0.25_1.0_bert_87/y_pred.npy,unknown,False
alignment,ADB-external-BERT,external_contract_unaligned,external_backbone,clinc150,0.25,100,external backbone row contract differs; mismatch retained without fair pooling,/home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/clinc150/ADB/kir_0.25/seed_100/textoir_outputs/open_intent_detection/ADB_oos_0.25_1.0_bert_100/y_pred.npy,unknown,False
alignment,ADB-external-BERT,external_contract_unaligned,external_backbone,clinc150,0.25,123,external backbone row contract differs; mismatch retained without fair pooling,/home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/clinc150/ADB/kir_0.25/seed_123/textoir_outputs/open_intent_detection/ADB_oos_0.25_1.0_bert_123/y_pred.npy,unknown,False
